step,t_iso,Ay,Ey,Coup2,modulation,mod_err,chosen_by
1,2025-12-19T00:43:48,0.0,0.0,0.0,0.2718584713198082,0.1,init_structured
2,2025-12-19T00:43:48,0.5,0.0,0.0,0.5937157823361525,0.1,init_structured
3,2025-12-19T00:43:48,-0.5,0.0,0.0,0.20988788037354866,0.1,init_structured
4,2025-12-19T00:43:48,0.0,0.5,0.0,0.2522680671636226,0.1,init_structured
5,2025-12-19T00:43:48,0.0,-0.5,0.0,0.049943498716267826,0.1,init_structured
6,2025-12-19T00:43:48,0.0,0.0,0.5,0.227965458899252,0.1,init_structured
7,2025-12-19T00:43:48,0.0,0.0,-0.5,0.03425674657171235,0.1,init_structured
8,2025-12-19T00:43:48,1.9851630844364774,1.2414735275361566,0.8566274709306674,0.04381915563372597,0.1,BO
9,2025-12-19T00:43:48,1.810608742011735,-0.3581728969195672,0.35344203844618693,0.0835908858138346,0.1,BO
10,2025-12-19T00:43:48,1.4449308242695844,0.8482564538741157,-0.45316953057854903,0.0,0.1,BO
11,2025-12-19T00:43:48,0.22705283817551436,0.9022263118354212,0.8864713881075463,0.4172998699194882,0.1,BO
12,2025-12-19T00:43:48,0.4283434811025555,0.3043973072732711,0.9916683547587595,0.6289926248874144,0.1,BO
13,2025-12-19T00:43:48,0.5560823458455593,-0.34316665427605564,1.4570190449978946,0.30996262310947365,0.1,BO
14,2025-12-19T00:43:48,0.7436935099375743,0.43077561248167484,0.5813753366022198,0.6639445241121235,0.1,BO
15,2025-12-19T00:43:48,0.5331478220134551,0.709979509554199,1.344361768303452,0.3706000042334475,0.1,BO
16,2025-12-19T00:43:48,0.8399779323202381,0.9499441001980538,0.5804743493436311,0.2527456809484584,0.1,BO
17,2025-12-19T00:43:48,0.66651597705882,0.12280228681897531,0.8409292291540651,0.557538230749292,0.1,BO
18,2025-12-19T00:43:48,0.7321980160390487,0.6515325414910373,0.4811971612497339,0.5416863936412071,0.1,BO
19,2025-12-19T00:43:48,0.44844968511285677,-0.1577249678588788,0.595649836949828,0.4498908258383227,0.1,BO
20,2025-12-19T00:43:48,0.3283953210528541,0.4428741753523706,0.7593823697789426,0.6856103988546642,0.1,BO
21,2025-12-19T00:43:48,0.3290995027195902,0.2679157555690663,1.3286815416320552,0.38295783863889615,0.1,BO
22,2025-12-19T00:43:48,0.5077953670452309,0.04905362832486526,0.35376619387781405,0.6642915714089317,0.1,BO
23,2025-12-19T00:43:48,0.8886788061526611,0.533400835474386,0.7525235083048849,0.6350004018226919,0.1,BO
24,2025-12-19T00:43:48,0.30041381030498693,0.20392264533742166,1.0065750352349174,0.6963068262175929,0.1,BO
25,2025-12-19T00:43:48,0.40626256022038376,0.1499424908360094,1.090116717831822,0.4425837281566443,0.1,BO
26,2025-12-19T00:43:48,0.6831693001436836,0.06756367179935374,0.8516505171886064,0.5648334079232508,0.1,BO
27,2025-12-19T00:43:48,0.8998302229312878,0.3039661443373922,1.018320696857348,0.35175571431502595,0.1,BO
28,2025-12-19T00:43:48,0.7064844521182665,0.46175153380154743,0.7860151288461115,0.44447585412570223,0.1,BO
29,2025-12-19T00:43:48,0.7839418618325835,0.12866491153455684,0.818343531037435,0.7448108835631153,0.1,BO
30,2025-12-19T00:43:48,0.36920359978498096,0.1639768672630444,0.7719256541187565,0.5440581452340629,0.1,BO
